prompt,Result_amazon.nova-lite-v1:0,Result_amazon.nova-micro-v1:0,Result_amazon.nova-premier-v1:0,Result_amazon.nova-pro-v1:0,Result_anthropic.claude-3-5-haiku-20241022-v1:0,Result_anthropic.claude-3-5-sonnet-20240620-v1:0,Result_anthropic.claude-3-7-sonnet-20250219-v1:0,Result_gemini-2.5-flash,Result_gemini-2.5-pro,Result_gpt-4o,Result_gpt-4o-mini,Result_gpt-5,Result_meta.llama3-2-11b-instruct-v1:0,Result_meta.llama4-maverick-17b-instruct-v1:0,Result_meta.llama4-scout-17b-instruct-v1:0,Result_o1-mini,Score_amazon.nova-lite-v1:0,Score_amazon.nova-micro-v1:0,Score_amazon.nova-premier-v1:0,Score_amazon.nova-pro-v1:0,Score_anthropic.claude-3-5-haiku-20241022-v1:0,Score_anthropic.claude-3-5-sonnet-20240620-v1:0,Score_anthropic.claude-3-7-sonnet-20250219-v1:0,Score_gemini-2.5-flash,Score_gemini-2.5-pro,Score_gpt-4o,Score_gpt-4o-mini,Score_gpt-5,Score_meta.llama3-2-11b-instruct-v1:0,Score_meta.llama4-maverick-17b-instruct-v1:0,Score_meta.llama4-scout-17b-instruct-v1:0,Score_o1-mini
how many world series titles have the san francisco giants won?,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,3,3,4,3,5,5,5,5
how many wta 500 titles has coco gauff won in 2024?,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,2,2,1,1,2,2,2,2,2,-1,2,2,2,3,3,2
how many years after reaching $1 trillion market capitalization did it take apple to hit $2 trillion?,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
how many years did barack obama serve as president for usa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5
how many years has the band radiohead been active for?,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,4,4,2,4,4,1,2,1,2,3,3,2,4,4,4
how many years older is khloé kardashian compared to her youngest sister?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"how many zip codes are there in montgomery, alabama?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"how many zip codes are there in raleigh, north carolina?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5
how much box office sale did kicked in the head have worldwide?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
how much did duet acquisition corp. warrant close yesterday?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
how much did each toy story movie gross on average?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
how much did funko open at today?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
how much did israel adesanya earn on average from his ufc fights against alex pereira?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2
how much did the more popular wholesale store make in 2020?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2
how much did toyota invest in tesla stock in may 2010?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
how much did twitter stock rise since elon musk bought them in 2016,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
how much did voyager therapeutics's stock rise in value over the past month?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"how much do i pay in interest this month on a $2,000 credit card balance that has a simple annual interest rate is 14.99% per annum?",0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,2,5,5,2,5,5,5,1,1,5,1,5,2,4,4,5
how much does a super bowl ad cost?,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5
how much does flex ltd.'s stock open today?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
how much does the largest bank in north america have in assets?,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,3,3,4,3,4,4,3,3,3,3,3,3,3,4,4,4
how much employees does walmart have?,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,5,4,5,4,4,4,4,4,4,5
how much has nvidia gained in market cap since the end of 2023?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2
how much has spotify's user base increased by since 2020 in north america?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2
how much have digital album sales decreased in the us from 2013 to 2019?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
how much is income tax in california?,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,5,5,5,4,5,5,4,4,3,5,5,5,2,5,4,5
how much is tesla's stock price down from its all-time high?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,3,5,4,2,2,1,2,2,2,1,4,3,5
"how much is the worst performing stock, amazon?",1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
"how much is white truffle, as the most expensive food in the world?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
how much money did clueless make at the global box office?,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,3,2,1,1,1,5,1,2,3,2,3
how much money did meta earn in 2022?,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,4,5,5,5,5,5,5,1,4,5,1,5,4,3,5,3
"how much more could i have put in my ira last year if i was 45 and contributed $3,123?",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2
how much more did tyler perry make over brad pitt in 2022?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
how much more have action movies grossed than drama movies in the us this year?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
how much more volume has been traded today in bitcoin than ethereum?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3
how much national parks are there in the us?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5
how much of the total cryptocurrency market cap is ethereum?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5
how much percentage does apple's stock price rise compared to its ipo price using the closing price today?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,2,2,1,2,1,1,1,1,1,2,3,2
how much percentage has spotify's subscribers increased by since 2021?,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,1,2,5,5,2,1,1,1,2,2,5,2,5
how much profit does each share of sbsi generate?,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,2,3,3,1,3,3,2,2,2,2,2,1,2,2,2,3
how much rings does steve kerr hold?,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,4,5,2,1,5,5,5,1,1,3,2,3,4,2,2,3
how much total in sales did bob dylan's best selling album make?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
how much was apple earnings per share in the most recent earnings report date 02/05/2024,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1
how much was the last dividend from investcorp india acquisition corp. warrant?,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
how much will the starting quarterback of the cowboys earn this year?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2
how old do i need to be to become a citizen of germany?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
how old is apple since the company ipo when they release their most latest released product in 2024,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,3,3,1,4,2,2,1,1,2,2,2,2,3,2,4
how old is apple since their ipo when they released their first phone product,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,5,5,2,5,5,5,1,1,2,2,2,5,5,5,5
how old is dave franco's oldest brother?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
how old is the current ceo of microsoft?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
how old is the current president of the us?,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,5,5,2,1,4,5,3,4,3,3,3,3,2,4,1,5
how old is the last super bowl halftime performer?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
how old is the oldest currently working action movie actor?,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,2,3,2,2,3,2,1,2,1,1,2,2,3,1,3
how old is the youngest player for the lakers?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2
how old was leonardo dicaprio when he won best actor award?,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,3,2,2,2,4,2,2,2,2,2,2,1,5,4,5
how old was muhammad ali when he first started swimming?,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1
how small is the smallest state in the us?,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,3,5,5,2,5,4,2,2,3,3,2,2,4,5,5,5
how tall is the eiffel tower?,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,4,4,4,4,3,4,4,4,1,4,4,4,3,4,5,5
how well did christopher nola's latest movie barbie perform?,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,4,2,4,4,2,2,2,2,2,2,2,4,2,4
i need to know the area codes for the atlanta. can you help?,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,4,4,3,4,5,4,4,4,5,3,3,5,3,4,5,5
"i'm curious to know, which of the two stars, procyon or arcturus, is the brighter object in the sky?",0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,5,1,5,5,5,5,5,5,1,5,1,5,4,5
"i'm curious which company has higher earnings per share, pxmd or chmg?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
"i'm curious, how many towering minarets does charminar have?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
i'm interested in finding out the p/e ratio of pkst. can you help me with that?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
i'm looking for the p/e ratio of dks. would you happen to know what it is?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
i'm looking for the p/e ratio of gne. would you happen to know what it is?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2
i'm looking for the p/e ratio of ntr. can you provide that information?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,2,3,2,2,1,2,2,2,4,3,4
i'm looking for the publisher of alan wake 2. can you help me find that information?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,-1,5,5,5,5,5,5
identify the primary quarterback and tight end duo for the kansas city chiefs.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5
"if a company's shareholder equity is $76 million and they have $79 million in liabilities, what is their debt-to-equity ratio?",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,5,5,5,5,5,5,5,4,1,5,4,5,5,5,5,5
"if i have a hundred dollars, how many shares of regeneron pharmaceuticals inc stock can i afford to buy?",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2
"if i take $2000 in four years with annual interest rate of 10%, what is the present value of this amount?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2
"if i were to compare the brightness of hd 219134 and nu2 lupi, which star would come out on top?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
"if i were to visit the capital of hawaii, how high up would i be?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1
"import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
",1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,3,2,4,3,3,5,4,4,4,2,3,3,2,3,3,5
in 1990 who received the best actor oscar for their outstanding performance in a movie?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1
"in 1991, which actor took home the oscar for best actor?",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,5,5,5,5,3,5,5,5,5,5,5,5
"in 1993, which movie was awarded the best documentary feature honor at the oscars?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 1994, which alternative rock band released their breakthrough album ""dookie,""?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,3,5,3,3,3,3,3,3,3,3,5,5,5
"in 1994, which movie's visual effects were considered the most impressive by the academy, winning the coveted best visual effects award?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2
"in 1995, which actor's performance in a movie earned them the coveted best actor oscar?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,2,5,4,5,5,5,5,5,5,5,5,5
"in 1998, which movie was distinguished for its visual effects at the oscars?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2000, which rapper dropped ""the marshall mathers lp""?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,5
"in 2001, who was praised for best actor at the oscars?",1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,2,5,5,5,5,5,5,3,5,1,5,5,2,5,5
"in 2002, which actor's performance in a movie earned them the coveted best actor oscar?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"in 2004, which animated film was recognized with the best animated feature film oscar?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"in 2005, who was praised for best actor at the oscars?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1
"in 2007, which movie was distinguished for its visual effects at the oscars?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1
"in 2008, which movie won the best visual effects category at the academy awards?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2009, which movie was awarded the best documentary feature honor at the oscars?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"in 2011, which movie was awarded the best documentary feature honor at the oscars?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2011, which movie was distinguished for its visual effects at the oscars?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
"in 2012, which animated film was recognized with the best animated feature film oscar?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2012, which movie earned the oscar for best visual effects?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1
"in 2012, who was praised for best actor at the oscars?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2015, which actor's outstanding performance earned them the coveted best actor oscar?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,4
"in 2015, which movie was distinguished for its visual effects at the oscars?",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,5
"in 2016, which movie was distinguished for its visual effects at the oscars?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
"in 2017, which animated film was honored with the best animated feature film oscar award?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2020, who was praised for best actor at the oscars?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
in 2021 what was the final count of wins that golden state warriors had?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1
"in 2021, how many victories did minnesota timberwolves record?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2021, what was the most popular horror movie?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"in 2021, which actor's outstanding performance earned them the coveted best actor oscar?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
"in 2021, which basketball team had more wins overall, chicago bulls or cleveland cavaliers?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2021, which movie was recognized as the best documentary feature at the oscars?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2021-12, which teams were able to come out on top against golden state warriors?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2021-12, which teams were able to take down houston rockets and come out on top?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"in 2022, did brooklyn nets win more games than boston celtics?",1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,5,1,1,1,2,1,1,4,5,1,1,5,5,2,1,1
"in 2022, how often did gen digital pay out dividends to its shareholders?",0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,5,5,5,5,1,1,1,1,5,5,5,1,1,5,5
"in 2022, memphis grizzlies won how many times?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2022, which basketball team had more overall victories, san antonio spurs or minnesota timberwolves?",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,2
"in 2022, which basketball team had more overall wins, new york knicks or dallas mavericks?",0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,5,5,1,3,3,5,1,1,5,5,5,2,1,2,5
"in 2022, which team came out on top in terms of total wins, phoenix suns or san antonio spurs?",1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,5,5,4,5,2,1,5,1,1,5,5,5,5,2,2,4
"in 2022, which team emerged as the winner more often: denver nuggets or atlanta hawks?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,2
"in 2022-01, what was the total point haul for new orleans pelicans?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"in 2022-12, how many times did new york knicks lose their games as the home team?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"in 2022-12, which teams were able to defeat miami heat in their head-to-head matchups?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in 2023-01, how frequently did boston celtics come up short and lost as the home team?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
"in 51st grammy (2008), which artist took home the best new artist?",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5
"in eng-premier league, which player served as captain for chelsea in their previous game?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
in italian job 2003 when does charlie shoot steve?,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"in terms of membership, which sports federation is smaller, fédération internationale de l'automobile or fifa?",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,5,1,1,2,2,5,1,1,1,1,1,1,4,1,4
"in terms of oscars, which movie came out on top, batman or the iron lady?",0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,4,2,5,2,2,3,4,1,4,5,5,2,1,1,1
"in the 2021 season, which team had more success in terms of total victories, toronto raptors or phoenix suns?",1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,5,5,5,5,2,2,4,1,1,4,4,4,1,2,1,4
"in the 2022 season, which basketball team had more total wins, golden state warriors or los angeles lakers?",1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,5,5,5,5,1,1,1,1,1,1,1,5,4,1,1,1
"in the 2023-01 season, did houston rockets score more points than los angeles lakers?",0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,5,1,2,4,1,5,5,1,5,5,5,2,4,2
"in the entirety of 2021, detroit pistons did win how many games?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in the films featuring michael bay and dennis muren released between 2003 and 2005, how many belonged to the documentary genre?",1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
in the fortune 500 which company has the highest market cap in 2010 in the us,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2
in the movie big hero 6 when does the older brother save hiro?,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,4
"in the past 4 years for apple as a company, which year had the highest gross profit?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2
"in the span of 2021, orlando magic won how many of their games?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"in the world of cinema, who reigns supreme with the most academy awards, john calley or alan menken?",1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,4,5,1,4,2,1,1,1,1,1,4,5,4,2,1,4
"in the world of cinema, who reigns supreme with the most academy awards, richard king or alexandre desplat?",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,2,1,1,1,1,1,1,1,1,2,1,1
"in the year 2022, how many games did boston celtics win?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in their final eng-premier league game, did fulham have the home advantage or did they have to play away from home?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1
"in their last appearance in eng-premier league, what was the goal count for brentford?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in their last game in eng-premier league, who was the opposing team that everton faced off against?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"in their last league match, how did granada perform in terms of wins and losses?",1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,4,4,2,4,4,5,2,2,2,2,2,4,4,2,4,4
"in their last match in eng-premier league, what was the goal total for manchester city?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"in their matches from the previous week, what is the total number of goals forced by brentford?",1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,2,1,2,3,2,2,2,2,1,1,1,2,1,2,1
"in their matches from the previous week, what is the total number of goals forced by girona?",1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1
"in their matches from the previous week, what is the total number of goals forced by lorient?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
"in their matches from the previous week, what is the total number of goals forced by wolves?",1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1
"in their most recent game in eng-premier league, which team did wolves have the opportunity to play against?",0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,4,1,5,4,5,5,1,1,5,1,1,5,2,1
